,noun_id,label,pred
145,rossler__281,rossler,rossler
146,duffing__201,duffing,duffing
147,rossler__138,rossler,rossler
148,lorenz__261,lorenz,lorenz
149,rikitake__138,rikitake,rikitake
150,lorenz__98,lorenz,lorenz
151,rikitake__211,rikitake,rikitake
152,duffing__94,duffing,duffing
153,rossler__219,rossler,rossler
154,duffing__446,duffing,duffing
155,chua__11,chua,chua
156,chua__262,chua,chua
157,lorenz__470,lorenz,lorenz
158,rossler__253,rossler,rossler
159,rossler__285,rossler,rossler
160,rikitake__191,rikitake,rikitake
161,duffing__348,duffing,duffing
162,rikitake__298,rikitake,rikitake
163,lorenz__158,lorenz,lorenz
164,duffing__345,duffing,duffing
165,chua__375,chua,chua
166,duffing__469,duffing,duffing
167,duffing__241,duffing,duffing
168,lorenz__456,lorenz,lorenz
169,duffing__286,duffing,duffing
170,lorenz__286,lorenz,lorenz
171,rossler__98,rossler,rossler
172,duffing__496,duffing,duffing
173,rikitake__413,rikitake,rikitake
174,chua__59,chua,chua
175,chua__187,chua,chua
176,rikitake__462,rikitake,rikitake
177,duffing__415,duffing,duffing
178,rikitake__194,rikitake,rikitake
179,rikitake__48,rikitake,rikitake
180,rossler__216,rossler,rossler
181,duffing__426,duffing,duffing
182,rossler__161,rossler,rossler
183,rossler__131,rossler,rossler
184,chua__47,chua,chua
185,chua__200,chua,chua
186,duffing__82,duffing,duffing
187,rikitake__63,rikitake,rikitake
188,duffing__79,duffing,duffing
189,rikitake__426,rikitake,rikitake
190,rossler__486,rossler,rossler
191,chua__184,chua,chua
192,rikitake__415,rikitake,rikitake
193,lorenz__346,lorenz,lorenz
194,rikitake__216,rikitake,rikitake
195,lorenz__231,lorenz,lorenz
196,rossler__215,rossler,rossler
197,chua__4,chua,chua
198,rossler__86,rossler,rossler
199,rikitake__14,rikitake,rikitake
200,rikitake__436,rikitake,rikitake
201,lorenz__165,lorenz,lorenz
202,rikitake__369,rikitake,rikitake
203,duffing__122,duffing,duffing
204,chua__112,chua,chua
205,rossler__298,rossler,rossler
206,rikitake__98,rikitake,rikitake
207,chua__374,chua,chua
208,duffing__105,duffing,duffing
209,lorenz__73,lorenz,lorenz
210,chua__134,chua,chua
211,rikitake__360,rikitake,rikitake
212,rossler__424,rossler,rossler
213,duffing__443,duffing,duffing
214,chua__438,chua,chua
215,duffing__358,duffing,duffing
216,lorenz__447,lorenz,lorenz
217,rikitake__116,rikitake,rikitake
218,lorenz__393,lorenz,lorenz
219,rikitake__6,rikitake,rikitake
220,rossler__362,rossler,rossler
221,rikitake__248,rikitake,rikitake
222,lorenz__163,lorenz,lorenz
223,rikitake__470,rikitake,rikitake
224,lorenz__430,lorenz,lorenz
225,chua__272,chua,chua
226,chua__223,chua,chua
227,chua__443,chua,chua
228,duffing__119,duffing,duffing
229,chua__473,chua,chua
230,lorenz__66,lorenz,lorenz
231,rikitake__313,rikitake,rikitake
232,rikitake__179,rikitake,rikitake
233,chua__428,chua,chua
234,lorenz__220,lorenz,lorenz
235,duffing__212,duffing,duffing
236,rikitake__143,rikitake,rikitake
237,rossler__151,rossler,rossler
238,duffing__242,duffing,duffing
239,lorenz__191,lorenz,lorenz
240,duffing__96,duffing,duffing
241,lorenz__144,lorenz,lorenz
242,rikitake__214,rikitake,rikitake
243,rikitake__291,rikitake,rikitake
244,rikitake__407,rikitake,rikitake
245,rossler__370,rossler,rossler
246,rossler__460,rossler,rossler
247,duffing__295,duffing,duffing
248,chua__314,chua,chua
249,duffing__138,duffing,duffing
250,duffing__369,duffing,duffing
251,rikitake__9,rikitake,rikitake
252,lorenz__276,lorenz,lorenz
253,rossler__229,rossler,rossler
254,chua__228,chua,chua
255,rossler__88,rossler,rossler
256,rikitake__288,rikitake,rikitake
257,chua__311,chua,chua
258,rikitake__126,rikitake,rikitake
259,chua__217,chua,chua
260,rikitake__499,rikitake,rikitake
261,chua__9,chua,chua
262,lorenz__342,lorenz,lorenz
263,rossler__157,rossler,rossler
264,lorenz__64,lorenz,lorenz
265,lorenz__50,lorenz,lorenz
266,lorenz__230,lorenz,lorenz
267,rikitake__449,rikitake,rikitake
268,lorenz__439,lorenz,lorenz
269,rossler__333,rossler,rossler
270,chua__235,chua,chua
271,lorenz__471,lorenz,lorenz
272,duffing__47,duffing,duffing
273,lorenz__292,lorenz,lorenz
274,duffing__169,duffing,duffing
275,duffing__205,duffing,duffing
276,rossler__55,rossler,rossler
277,lorenz__462,lorenz,lorenz
278,chua__354,chua,chua
279,lorenz__3,lorenz,lorenz
280,rossler__5,rossler,rossler
281,chua__150,chua,chua
282,duffing__356,duffing,duffing
283,rikitake__376,rikitake,rikitake
284,chua__254,chua,chua
285,rikitake__69,rikitake,rikitake
286,rikitake__107,rikitake,rikitake
287,rikitake__443,rikitake,rikitake
288,duffing__486,duffing,duffing
289,rossler__25,rossler,rossler
290,rikitake__384,rikitake,rikitake
291,rossler__158,rossler,rossler
292,lorenz__168,lorenz,lorenz
293,lorenz__378,lorenz,lorenz
294,chua__490,chua,chua
295,chua__56,chua,chua
296,rossler__445,rossler,rossler
297,rossler__170,rossler,rossler
298,rikitake__190,rikitake,rikitake
299,rossler__366,rossler,rossler
300,rossler__116,rossler,rossler
301,duffing__75,duffing,duffing
302,chua__416,chua,chua
303,chua__444,chua,chua
304,rikitake__254,rikitake,rikitake
305,rossler__113,rossler,rossler
306,lorenz__179,lorenz,lorenz
307,lorenz__100,lorenz,lorenz
308,rossler__49,rossler,rossler
309,rikitake__325,rikitake,rikitake
310,rikitake__110,rikitake,rikitake
311,rossler__488,rossler,rossler
312,duffing__46,duffing,duffing
313,lorenz__493,lorenz,lorenz
314,duffing__329,duffing,duffing
315,duffing__227,duffing,duffing
316,rikitake__337,rikitake,rikitake
317,rikitake__493,rikitake,rikitake
318,chua__160,chua,chua
319,rossler__30,rossler,rossler
320,rossler__109,rossler,rossler
321,rossler__380,rossler,rossler
322,duffing__55,duffing,duffing
323,duffing__8,duffing,duffing
324,rikitake__180,rikitake,rikitake
325,rikitake__307,rikitake,rikitake
326,duffing__314,duffing,duffing
327,rikitake__99,rikitake,rikitake
328,duffing__267,duffing,duffing
329,duffing__238,duffing,duffing
330,rossler__54,rossler,rossler
331,duffing__434,duffing,duffing
332,rossler__355,rossler,rossler
333,duffing__16,duffing,duffing
334,rikitake__475,rikitake,rikitake
335,rikitake__144,rikitake,rikitake
336,rossler__420,rossler,rossler
337,lorenz__209,lorenz,lorenz
338,rossler__92,rossler,rossler
339,lorenz__222,lorenz,lorenz
340,chua__80,chua,chua
341,chua__319,chua,chua
342,duffing__408,duffing,duffing
343,chua__196,chua,chua
344,rossler__78,rossler,rossler
345,duffing__404,duffing,duffing
346,lorenz__243,lorenz,lorenz
347,rikitake__49,rikitake,rikitake
348,chua__33,chua,chua
349,chua__342,chua,chua
350,rikitake__79,rikitake,rikitake
351,duffing__103,duffing,duffing
352,chua__380,chua,chua
353,rossler__327,rossler,rossler
354,rossler__471,rossler,rossler
355,chua__28,chua,chua
356,lorenz__102,lorenz,lorenz
357,lorenz__423,lorenz,lorenz
358,rossler__433,rossler,rossler
359,rikitake__409,rikitake,rikitake
360,rossler__9,rossler,rossler
361,duffing__396,duffing,duffing
362,rossler__326,rossler,rossler
363,duffing__4,duffing,duffing
364,rikitake__385,rikitake,rikitake
365,chua__393,chua,chua
366,lorenz__413,lorenz,lorenz
367,chua__107,chua,chua
368,rikitake__306,rikitake,rikitake
369,duffing__95,duffing,duffing
370,rossler__350,rossler,rossler
371,rikitake__339,rikitake,rikitake
372,duffing__395,duffing,duffing
373,duffing__315,duffing,duffing
374,duffing__386,duffing,duffing
375,lorenz__27,lorenz,lorenz
376,lorenz__195,lorenz,lorenz
377,chua__487,chua,chua
378,duffing__341,duffing,duffing
379,duffing__143,duffing,duffing
380,rossler__230,rossler,rossler
381,rikitake__181,rikitake,rikitake
382,rikitake__153,rikitake,rikitake
383,duffing__244,duffing,duffing
384,rikitake__212,rikitake,rikitake
385,duffing__484,duffing,duffing
386,lorenz__320,lorenz,lorenz
387,rikitake__315,rikitake,rikitake
388,rikitake__266,rikitake,rikitake
389,chua__267,chua,chua
390,duffing__185,duffing,duffing
391,rossler__195,rossler,rossler
392,lorenz__491,lorenz,lorenz
393,rikitake__159,rikitake,rikitake
394,rossler__334,rossler,rossler
395,duffing__323,duffing,duffing
396,chua__140,chua,chua
397,rikitake__3,rikitake,rikitake
398,rikitake__174,rikitake,rikitake
399,rossler__46,rossler,rossler
400,chua__175,chua,chua
401,duffing__405,duffing,duffing
402,lorenz__334,lorenz,lorenz
403,duffing__140,duffing,duffing
404,rikitake__414,rikitake,rikitake
405,lorenz__85,lorenz,lorenz
406,duffing__495,duffing,duffing
407,duffing__255,duffing,duffing
408,rikitake__268,rikitake,rikitake
409,rossler__108,rossler,rossler
410,lorenz__52,lorenz,lorenz
411,lorenz__124,lorenz,lorenz
412,lorenz__169,lorenz,lorenz
413,lorenz__139,lorenz,lorenz
414,duffing__334,duffing,duffing
415,lorenz__53,lorenz,lorenz
416,duffing__414,duffing,duffing
417,lorenz__353,lorenz,lorenz
418,chua__301,chua,chua
419,rossler__96,rossler,rossler
420,lorenz__115,lorenz,lorenz
421,rikitake__359,rikitake,rikitake
422,rossler__168,rossler,rossler
423,chua__229,chua,chua
424,chua__69,chua,chua
425,lorenz__99,lorenz,lorenz
426,duffing__359,duffing,duffing
427,rossler__336,rossler,rossler
428,rossler__119,rossler,rossler
429,lorenz__412,lorenz,lorenz
430,chua__90,chua,chua
431,chua__41,chua,chua
432,rikitake__456,rikitake,rikitake
433,lorenz__422,lorenz,lorenz
434,lorenz__336,lorenz,lorenz
435,rossler__97,rossler,rossler
436,rikitake__277,rikitake,rikitake
437,lorenz__343,lorenz,lorenz
438,rossler__447,rossler,rossler
439,chua__146,chua,chua
440,rikitake__252,rikitake,rikitake
441,chua__27,chua,chua
442,duffing__462,duffing,duffing
443,duffing__332,duffing,duffing
444,rikitake__46,rikitake,rikitake
445,chua__158,chua,chua
446,rossler__469,rossler,rossler
447,rossler__483,rossler,rossler
448,chua__424,chua,chua
449,duffing__488,duffing,duffing
450,lorenz__356,lorenz,lorenz
451,rikitake__203,rikitake,rikitake
452,chua__24,chua,chua
453,chua__115,chua,chua
454,rikitake__396,rikitake,rikitake
455,duffing__0,duffing,duffing
456,rossler__313,rossler,rossler
457,chua__168,chua,chua
458,duffing__132,duffing,duffing
459,chua__70,chua,chua
460,duffing__204,duffing,duffing
461,duffing__180,duffing,duffing
462,lorenz__136,lorenz,lorenz
463,rossler__89,rossler,rossler
464,rikitake__241,rikitake,rikitake
465,chua__245,chua,chua
466,lorenz__38,lorenz,lorenz
467,lorenz__363,lorenz,lorenz
468,chua__89,chua,chua
469,lorenz__277,lorenz,lorenz
470,duffing__195,duffing,duffing
471,rikitake__250,rikitake,rikitake
472,chua__75,chua,chua
473,chua__193,chua,chua
474,chua__392,chua,chua
475,lorenz__63,lorenz,lorenz
476,rossler__311,rossler,rossler
477,lorenz__161,lorenz,lorenz
478,chua__360,chua,chua
479,rikitake__305,rikitake,rikitake
480,duffing__364,duffing,duffing
481,rikitake__469,rikitake,rikitake
482,lorenz__392,lorenz,lorenz
483,chua__260,chua,chua
484,lorenz__233,lorenz,lorenz
485,rossler__294,rossler,rossler
486,chua__242,chua,chua
487,rikitake__53,rikitake,rikitake
488,chua__177,chua,chua
489,chua__498,chua,chua
490,rikitake__420,rikitake,rikitake
491,rikitake__4,rikitake,rikitake
492,duffing__344,duffing,duffing
493,rikitake__115,rikitake,rikitake
494,lorenz__1,lorenz,lorenz
495,rikitake__322,rikitake,rikitake
496,rossler__26,rossler,rossler
497,rossler__73,rossler,rossler
498,chua__282,chua,chua
499,rossler__413,rossler,rossler
500,rossler__90,rossler,rossler
501,duffing__368,duffing,duffing
502,rikitake__185,rikitake,rikitake
503,rossler__132,rossler,rossler
504,duffing__418,duffing,duffing
505,lorenz__348,lorenz,lorenz
506,chua__328,chua,chua
507,rossler__278,rossler,rossler
508,lorenz__469,lorenz,lorenz
509,rikitake__112,rikitake,rikitake
510,chua__357,chua,chua
511,chua__378,chua,chua
512,duffing__221,duffing,duffing
513,chua__117,chua,chua
514,lorenz__265,lorenz,lorenz
515,rikitake__136,rikitake,rikitake
516,duffing__272,duffing,duffing
517,rossler__74,rossler,rossler
518,duffing__124,duffing,duffing
519,rikitake__418,rikitake,rikitake
520,lorenz__468,lorenz,lorenz
521,duffing__259,duffing,duffing
522,rossler__135,rossler,rossler
523,rossler__68,rossler,rossler
524,duffing__376,duffing,duffing
525,chua__346,chua,chua
526,lorenz__91,lorenz,lorenz
527,duffing__45,duffing,duffing
528,duffing__106,duffing,duffing
529,duffing__385,duffing,duffing
530,rossler__392,rossler,rossler
531,duffing__68,duffing,duffing
532,chua__48,chua,chua
533,duffing__401,duffing,duffing
534,chua__104,chua,chua
535,chua__379,chua,chua
536,rossler__423,rossler,rossler
537,duffing__168,duffing,duffing
538,duffing__93,duffing,duffing
539,duffing__209,duffing,duffing
540,rikitake__295,rikitake,rikitake
541,duffing__430,duffing,duffing
542,rossler__314,rossler,rossler
543,chua__447,chua,chua
544,lorenz__217,lorenz,lorenz
545,rossler__397,rossler,rossler
546,duffing__445,duffing,duffing
547,chua__22,chua,chua
548,duffing__289,duffing,duffing
549,chua__261,chua,chua
550,chua__445,chua,chua
551,rikitake__432,rikitake,rikitake
552,duffing__256,duffing,duffing
553,rossler__472,rossler,rossler
554,lorenz__86,lorenz,lorenz
555,duffing__217,duffing,duffing
556,chua__324,chua,chua
557,chua__370,chua,chua
558,rossler__242,rossler,rossler
559,chua__216,chua,chua
560,rikitake__276,rikitake,rikitake
561,rikitake__22,rikitake,rikitake
562,lorenz__126,lorenz,lorenz
563,chua__454,chua,chua
564,rossler__94,rossler,rossler
565,rikitake__383,rikitake,rikitake
566,rossler__6,rossler,rossler
567,chua__497,chua,chua
568,rossler__268,rossler,rossler
569,rikitake__0,rikitake,rikitake
570,chua__131,chua,chua
571,lorenz__234,lorenz,lorenz
572,duffing__63,duffing,duffing
573,rossler__159,rossler,rossler
574,rossler__475,rossler,rossler
575,lorenz__405,lorenz,lorenz
576,rikitake__70,rikitake,rikitake
577,chua__53,chua,chua
578,rossler__408,rossler,rossler
579,lorenz__483,lorenz,lorenz
580,duffing__104,duffing,duffing
581,rikitake__1,rikitake,rikitake
582,lorenz__206,lorenz,lorenz
583,chua__78,chua,chua
584,chua__81,chua,chua
585,rikitake__42,rikitake,rikitake
586,chua__382,chua,chua
587,duffing__264,duffing,duffing
588,lorenz__490,lorenz,lorenz
589,rossler__344,rossler,rossler
590,rikitake__96,rikitake,rikitake
591,chua__232,chua,chua
592,rikitake__463,rikitake,rikitake
593,duffing__26,duffing,duffing
594,rikitake__253,rikitake,rikitake
595,rossler__127,rossler,rossler
596,rikitake__238,rikitake,rikitake
597,rikitake__29,rikitake,rikitake
598,rikitake__38,rikitake,rikitake
599,rikitake__35,rikitake,rikitake
600,chua__268,chua,chua
601,lorenz__248,lorenz,lorenz
602,rikitake__465,rikitake,rikitake
603,rikitake__11,rikitake,rikitake
604,lorenz__71,lorenz,lorenz
605,rossler__400,rossler,rossler
606,lorenz__366,lorenz,lorenz
607,duffing__318,duffing,duffing
608,lorenz__326,lorenz,lorenz
609,chua__496,chua,chua
610,rikitake__127,rikitake,rikitake
611,duffing__81,duffing,duffing
612,chua__271,chua,chua
613,lorenz__340,lorenz,lorenz
614,chua__259,chua,chua
615,chua__195,chua,chua
616,chua__446,chua,chua
617,rikitake__435,rikitake,rikitake
618,duffing__432,duffing,duffing
619,lorenz__478,lorenz,lorenz
620,rossler__407,rossler,rossler
621,chua__250,chua,chua
622,lorenz__123,lorenz,lorenz
623,rikitake__178,rikitake,rikitake
624,lorenz__90,lorenz,lorenz
625,duffing__108,duffing,duffing
626,lorenz__182,lorenz,lorenz
627,duffing__481,duffing,duffing
628,rikitake__472,rikitake,rikitake
629,chua__340,chua,chua
630,duffing__297,duffing,duffing
631,rikitake__137,rikitake,rikitake
632,lorenz__131,lorenz,lorenz
633,chua__299,chua,chua
634,rossler__430,rossler,rossler
635,lorenz__88,lorenz,lorenz
636,rikitake__484,rikitake,rikitake
637,rossler__369,rossler,rossler
638,chua__306,chua,chua
639,duffing__126,duffing,duffing
640,duffing__300,duffing,duffing
641,rossler__385,rossler,rossler
642,rossler__287,rossler,rossler
643,rikitake__202,rikitake,rikitake
644,rossler__237,rossler,rossler
645,chua__63,chua,chua
646,duffing__78,duffing,duffing
647,duffing__197,duffing,duffing
648,duffing__459,duffing,duffing
649,duffing__431,duffing,duffing
650,rossler__377,rossler,rossler
651,lorenz__221,lorenz,lorenz
652,rossler__251,rossler,rossler
653,lorenz__337,lorenz,lorenz
654,duffing__355,duffing,duffing
655,rikitake__74,rikitake,rikitake
656,lorenz__476,lorenz,lorenz
657,lorenz__349,lorenz,lorenz
658,rikitake__318,rikitake,rikitake
659,chua__452,chua,chua
660,chua__5,chua,chua
661,rikitake__95,rikitake,rikitake
662,rikitake__234,rikitake,rikitake
663,duffing__327,duffing,duffing
664,lorenz__223,lorenz,lorenz
665,rikitake__77,rikitake,rikitake
666,lorenz__21,lorenz,lorenz
667,duffing__339,duffing,duffing
668,lorenz__397,lorenz,lorenz
669,lorenz__138,lorenz,lorenz
670,lorenz__147,lorenz,lorenz
671,rossler__322,rossler,rossler
672,rikitake__335,rikitake,rikitake
673,chua__373,chua,chua
674,chua__329,chua,chua
675,chua__369,chua,chua
676,rossler__274,rossler,rossler
677,lorenz__106,lorenz,lorenz
678,chua__122,chua,chua
679,rossler__238,rossler,rossler
680,rossler__124,rossler,rossler
681,duffing__136,duffing,duffing
682,chua__49,chua,chua
683,duffing__301,duffing,duffing
684,rikitake__64,rikitake,rikitake
685,duffing__100,duffing,duffing
686,rikitake__425,rikitake,rikitake
687,rikitake__328,rikitake,rikitake
688,duffing__485,duffing,duffing
689,lorenz__145,lorenz,lorenz
690,lorenz__345,lorenz,lorenz
691,rossler__387,rossler,rossler
692,rossler__443,rossler,rossler
693,rossler__93,rossler,rossler
694,chua__82,chua,chua
695,chua__402,chua,chua
696,rikitake__483,rikitake,rikitake
697,duffing__437,duffing,duffing
698,rossler__147,rossler,rossler
699,rikitake__428,rikitake,rikitake
700,chua__435,chua,chua
701,lorenz__319,lorenz,lorenz
702,rikitake__353,rikitake,rikitake
703,rikitake__32,rikitake,rikitake
704,lorenz__306,lorenz,lorenz
705,chua__399,chua,chua
706,lorenz__371,lorenz,lorenz
707,chua__174,chua,chua
708,chua__449,chua,chua
709,lorenz__494,lorenz,lorenz
710,duffing__378,duffing,duffing
711,duffing__390,duffing,duffing
712,duffing__133,duffing,duffing
713,chua__389,chua,chua
714,lorenz__254,lorenz,lorenz
715,chua__318,chua,chua
716,chua__111,chua,chua
717,chua__238,chua,chua
718,duffing__281,duffing,duffing
719,chua__293,chua,chua
720,chua__18,chua,chua
721,duffing__22,duffing,duffing
722,duffing__134,duffing,duffing
723,rikitake__375,rikitake,rikitake
724,rikitake__354,rikitake,rikitake
725,rikitake__364,rikitake,rikitake
726,rossler__156,rossler,rossler
727,rikitake__239,rikitake,rikitake
728,lorenz__184,lorenz,lorenz
729,rossler__95,rossler,rossler
730,chua__161,chua,chua
731,chua__79,chua,chua
732,chua__414,chua,chua
733,rossler__464,rossler,rossler
734,chua__297,chua,chua
735,rikitake__468,rikitake,rikitake
736,rossler__324,rossler,rossler
737,rossler__4,rossler,rossler
738,rikitake__90,rikitake,rikitake
739,duffing__118,duffing,duffing
740,rossler__17,rossler,rossler
741,rossler__106,rossler,rossler
742,chua__31,chua,chua
743,rossler__84,rossler,rossler
744,duffing__407,duffing,duffing
745,chua__51,chua,chua
746,rossler__405,rossler,rossler
747,chua__426,chua,chua
748,rossler__187,rossler,rossler
749,duffing__214,duffing,duffing
750,chua__226,chua,chua
751,chua__421,chua,chua
752,lorenz__441,lorenz,lorenz
753,rossler__374,rossler,rossler
754,chua__461,chua,chua
755,rossler__60,rossler,rossler
756,lorenz__419,lorenz,lorenz
757,rossler__22,rossler,rossler
758,rossler__201,rossler,rossler
759,rikitake__106,rikitake,rikitake
760,rikitake__25,rikitake,rikitake
761,chua__321,chua,chua
762,duffing__234,duffing,duffing
763,duffing__210,duffing,duffing
764,lorenz__495,lorenz,lorenz
765,lorenz__272,lorenz,lorenz
766,lorenz__294,lorenz,lorenz
767,rossler__367,rossler,rossler
768,chua__486,chua,chua
769,rossler__150,rossler,rossler
770,rikitake__219,rikitake,rikitake
771,lorenz__33,lorenz,lorenz
772,duffing__480,duffing,duffing
773,duffing__6,duffing,duffing
774,rikitake__271,rikitake,rikitake
775,lorenz__317,lorenz,lorenz
776,rossler__7,rossler,rossler
777,duffing__236,duffing,duffing
778,chua__330,chua,chua
779,rossler__429,rossler,rossler
780,rikitake__87,rikitake,rikitake
781,chua__294,chua,chua
782,chua__233,chua,chua
783,chua__476,chua,chua
784,rikitake__490,rikitake,rikitake
785,duffing__399,duffing,duffing
786,rossler__376,rossler,rossler
787,rikitake__132,rikitake,rikitake
788,rossler__307,rossler,rossler
789,chua__105,chua,chua
790,lorenz__453,lorenz,lorenz
791,chua__23,chua,chua
792,rossler__295,rossler,rossler
793,duffing__410,duffing,duffing
794,rikitake__272,rikitake,rikitake
795,lorenz__186,lorenz,lorenz
796,rikitake__485,rikitake,rikitake
797,rikitake__457,rikitake,rikitake
798,chua__141,chua,chua
799,rossler__224,rossler,rossler
800,chua__439,chua,chua
801,rossler__457,rossler,rossler
802,rossler__310,rossler,rossler
803,duffing__121,duffing,duffing
804,duffing__86,duffing,duffing
805,rikitake__397,rikitake,rikitake
806,rossler__155,rossler,rossler
807,lorenz__489,lorenz,lorenz
808,lorenz__112,lorenz,lorenz
809,duffing__177,duffing,duffing
810,rikitake__367,rikitake,rikitake
811,duffing__397,duffing,duffing
812,chua__218,chua,chua
813,chua__349,chua,chua
814,rikitake__114,rikitake,rikitake
815,chua__45,chua,chua
816,rossler__128,rossler,rossler
817,duffing__162,duffing,duffing
818,chua__494,chua,chua
819,chua__127,chua,chua
820,rikitake__293,rikitake,rikitake
821,duffing__274,duffing,duffing
822,chua__491,chua,chua
823,rikitake__474,rikitake,rikitake
824,rikitake__105,rikitake,rikitake
825,rikitake__387,rikitake,rikitake
826,chua__180,chua,chua
827,lorenz__487,lorenz,lorenz
828,rossler__65,rossler,rossler
829,rikitake__329,rikitake,rikitake
830,duffing__243,duffing,duffing
831,lorenz__330,lorenz,lorenz
832,lorenz__415,lorenz,lorenz
833,duffing__65,duffing,duffing
834,lorenz__438,lorenz,lorenz
835,duffing__478,duffing,duffing
836,rossler__213,rossler,rossler
837,rikitake__15,rikitake,rikitake
838,rossler__352,rossler,rossler
839,rossler__63,rossler,rossler
840,lorenz__164,lorenz,lorenz
841,chua__493,chua,chua
842,chua__215,chua,chua
843,chua__66,chua,chua
844,lorenz__385,lorenz,lorenz
845,rossler__416,rossler,rossler
846,rossler__118,rossler,rossler
847,duffing__473,duffing,duffing
848,chua__21,chua,chua
