,noun_id,label,pred
199,rikitake__200,rikitake,rikitake
200,duffing__44,duffing,duffing
201,lorenz__360,lorenz,lorenz
202,lorenz__386,lorenz,lorenz
203,chua__149,chua,chua
204,duffing__29,duffing,duffing
205,duffing__477,duffing,duffing
206,duffing__416,duffing,duffing
207,rikitake__10,rikitake,rikitake
208,lorenz__14,lorenz,lorenz
209,chua__479,chua,chua
210,duffing__10,duffing,duffing
211,rikitake__237,rikitake,rikitake
212,rossler__2,rossler,rossler
213,rikitake__455,rikitake,rikitake
214,duffing__32,duffing,duffing
215,chua__309,chua,chua
216,duffing__365,duffing,duffing
217,chua__85,chua,chua
218,duffing__163,duffing,duffing
219,duffing__258,duffing,duffing
220,lorenz__89,lorenz,lorenz
221,chua__457,chua,chua
222,rikitake__161,rikitake,rikitake
223,duffing__129,duffing,duffing
224,chua__113,chua,chua
225,chua__401,chua,chua
226,chua__73,chua,chua
227,rikitake__24,rikitake,rikitake
228,rikitake__492,rikitake,rikitake
229,rossler__66,rossler,rossler
230,rikitake__382,rikitake,rikitake
231,lorenz__187,lorenz,lorenz
232,duffing__123,duffing,duffing
233,rossler__164,rossler,rossler
234,lorenz__255,lorenz,lorenz
235,rossler__149,rossler,rossler
236,rikitake__147,rikitake,rikitake
237,rikitake__349,rikitake,rikitake
238,chua__361,chua,chua
239,chua__300,chua,chua
240,chua__189,chua,chua
241,rikitake__233,rikitake,rikitake
242,duffing__422,duffing,duffing
243,chua__384,chua,chua
244,duffing__470,duffing,duffing
245,rossler__232,rossler,rossler
246,chua__199,chua,chua
247,rossler__33,rossler,rossler
248,duffing__411,duffing,duffing
249,duffing__36,duffing,duffing
250,chua__333,chua,chua
251,rossler__257,rossler,rossler
252,chua__322,chua,chua
253,lorenz__341,lorenz,lorenz
254,lorenz__133,lorenz,lorenz
255,chua__10,chua,chua
256,duffing__89,duffing,duffing
257,rikitake__282,rikitake,rikitake
258,lorenz__472,lorenz,lorenz
259,chua__323,chua,chua
260,rossler__358,rossler,rossler
261,chua__258,chua,chua
262,chua__97,chua,chua
263,duffing__335,duffing,duffing
264,rossler__165,rossler,rossler
265,duffing__3,duffing,duffing
266,rossler__476,rossler,rossler
267,rossler__398,rossler,rossler
268,duffing__440,duffing,duffing
269,duffing__30,duffing,duffing
270,rikitake__19,rikitake,rikitake
271,rikitake__218,rikitake,rikitake
272,chua__101,chua,chua
273,lorenz__29,lorenz,lorenz
274,lorenz__79,lorenz,lorenz
275,rossler__484,rossler,rossler
276,rikitake__188,rikitake,rikitake
277,duffing__72,duffing,duffing
278,duffing__15,duffing,duffing
279,chua__62,chua,chua
280,rikitake__251,rikitake,rikitake
281,rossler__20,rossler,rossler
282,rossler__379,rossler,rossler
283,chua__214,chua,chua
284,lorenz__434,lorenz,lorenz
285,lorenz__442,lorenz,lorenz
286,rossler__422,rossler,rossler
287,duffing__312,duffing,duffing
288,lorenz__311,lorenz,lorenz
289,chua__52,chua,chua
290,duffing__189,duffing,duffing
291,duffing__220,duffing,duffing
292,duffing__174,duffing,duffing
293,lorenz__481,lorenz,lorenz
294,lorenz__492,lorenz,lorenz
295,lorenz__246,lorenz,lorenz
296,chua__137,chua,chua
297,lorenz__94,lorenz,lorenz
298,rossler__136,rossler,rossler
299,lorenz__18,lorenz,lorenz
300,rikitake__209,rikitake,rikitake
301,lorenz__127,lorenz,lorenz
302,rikitake__172,rikitake,rikitake
303,duffing__186,duffing,duffing
304,rossler__146,rossler,rossler
305,duffing__324,duffing,duffing
306,lorenz__239,lorenz,lorenz
307,lorenz__488,lorenz,lorenz
308,chua__170,chua,chua
309,rikitake__257,rikitake,rikitake
310,duffing__51,duffing,duffing
311,lorenz__354,lorenz,lorenz
312,chua__71,chua,chua
313,chua__291,chua,chua
314,chua__419,chua,chua
315,lorenz__401,lorenz,lorenz
316,rikitake__168,rikitake,rikitake
317,lorenz__448,lorenz,lorenz
318,duffing__190,duffing,duffing
319,rossler__339,rossler,rossler
320,lorenz__244,lorenz,lorenz
321,rossler__198,rossler,rossler
322,chua__358,chua,chua
323,lorenz__424,lorenz,lorenz
324,chua__482,chua,chua
325,lorenz__285,lorenz,lorenz
326,rikitake__189,rikitake,rikitake
327,lorenz__298,lorenz,lorenz
328,chua__480,chua,chua
329,duffing__49,duffing,duffing
330,duffing__279,duffing,duffing
331,chua__182,chua,chua
332,rikitake__377,rikitake,rikitake
333,duffing__150,duffing,duffing
334,chua__397,chua,chua
335,rossler__144,rossler,rossler
336,duffing__252,duffing,duffing
337,chua__463,chua,chua
338,rikitake__480,rikitake,rikitake
339,rikitake__82,rikitake,rikitake
340,lorenz__404,lorenz,lorenz
341,rossler__365,rossler,rossler
342,lorenz__68,lorenz,lorenz
343,chua__220,chua,chua
344,rossler__141,rossler,rossler
345,rikitake__294,rikitake,rikitake
346,rossler__479,rossler,rossler
347,chua__231,chua,chua
348,rikitake__260,rikitake,rikitake
349,duffing__160,duffing,duffing
350,rossler__331,rossler,rossler
351,rikitake__290,rikitake,rikitake
352,lorenz__403,lorenz,lorenz
353,rossler__347,rossler,rossler
354,rossler__110,rossler,rossler
355,chua__453,chua,chua
356,lorenz__140,lorenz,lorenz
357,lorenz__6,lorenz,lorenz
358,chua__162,chua,chua
359,rossler__335,rossler,rossler
360,duffing__350,duffing,duffing
361,duffing__425,duffing,duffing
362,duffing__155,duffing,duffing
363,lorenz__237,lorenz,lorenz
364,chua__363,chua,chua
365,chua__458,chua,chua
366,lorenz__31,lorenz,lorenz
367,chua__391,chua,chua
368,chua__197,chua,chua
369,duffing__211,duffing,duffing
370,rossler__227,rossler,rossler
371,lorenz__56,lorenz,lorenz
372,chua__423,chua,chua
373,lorenz__485,lorenz,lorenz
374,lorenz__224,lorenz,lorenz
375,lorenz__157,lorenz,lorenz
376,duffing__113,duffing,duffing
377,rikitake__30,rikitake,rikitake
378,rikitake__261,rikitake,rikitake
379,lorenz__467,lorenz,lorenz
380,lorenz__128,lorenz,lorenz
381,chua__253,chua,chua
382,lorenz__376,lorenz,lorenz
383,rossler__425,rossler,rossler
384,duffing__194,duffing,duffing
385,lorenz__199,lorenz,lorenz
386,duffing__412,duffing,duffing
387,lorenz__274,lorenz,lorenz
388,duffing__179,duffing,duffing
389,duffing__447,duffing,duffing
390,duffing__184,duffing,duffing
391,rikitake__72,rikitake,rikitake
392,duffing__74,duffing,duffing
393,chua__169,chua,chua
394,lorenz__5,lorenz,lorenz
395,chua__44,chua,chua
396,chua__210,chua,chua
397,duffing__87,duffing,duffing
398,lorenz__271,lorenz,lorenz
399,duffing__476,duffing,duffing
400,duffing__458,duffing,duffing
401,rossler__107,rossler,rossler
402,rossler__361,rossler,rossler
403,chua__485,chua,chua
404,rikitake__23,rikitake,rikitake
405,duffing__37,duffing,duffing
406,duffing__466,duffing,duffing
407,rossler__32,rossler,rossler
408,lorenz__379,lorenz,lorenz
409,chua__432,chua,chua
410,duffing__340,duffing,duffing
411,rossler__220,rossler,rossler
412,rikitake__491,rikitake,rikitake
413,rikitake__487,rikitake,rikitake
414,rossler__102,rossler,rossler
415,lorenz__425,lorenz,lorenz
416,rossler__188,rossler,rossler
417,rikitake__309,rikitake,rikitake
418,rikitake__274,rikitake,rikitake
419,rikitake__399,rikitake,rikitake
420,rikitake__363,rikitake,rikitake
421,duffing__393,duffing,duffing
422,lorenz__190,lorenz,lorenz
423,rikitake__244,rikitake,rikitake
424,rikitake__356,rikitake,rikitake
425,lorenz__267,lorenz,lorenz
426,lorenz__464,lorenz,lorenz
427,rossler__100,rossler,rossler
428,rikitake__119,rikitake,rikitake
429,rossler__359,rossler,rossler
430,duffing__111,duffing,duffing
431,rikitake__109,rikitake,rikitake
432,duffing__444,duffing,duffing
433,rossler__101,rossler,rossler
434,rossler__239,rossler,rossler
435,rikitake__37,rikitake,rikitake
436,rossler__91,rossler,rossler
437,lorenz__4,lorenz,lorenz
438,rossler__284,rossler,rossler
439,duffing__273,duffing,duffing
440,lorenz__48,lorenz,lorenz
441,rossler__10,rossler,rossler
442,duffing__66,duffing,duffing
443,rossler__122,rossler,rossler
444,lorenz__149,lorenz,lorenz
445,chua__407,chua,chua
446,rossler__254,rossler,rossler
447,lorenz__452,lorenz,lorenz
448,duffing__28,duffing,duffing
449,rossler__281,rossler,rossler
450,duffing__201,duffing,duffing
451,rossler__138,rossler,rossler
452,lorenz__261,lorenz,lorenz
453,rikitake__138,rikitake,rikitake
454,lorenz__98,lorenz,lorenz
455,rikitake__211,rikitake,rikitake
456,duffing__94,duffing,duffing
457,rossler__219,rossler,rossler
458,duffing__446,duffing,duffing
459,chua__11,chua,chua
460,chua__262,chua,chua
461,lorenz__470,lorenz,lorenz
462,rossler__253,rossler,rossler
463,rossler__285,rossler,rossler
464,rikitake__191,rikitake,rossler
465,duffing__348,duffing,duffing
466,rikitake__298,rikitake,rikitake
467,lorenz__158,lorenz,lorenz
468,duffing__345,duffing,duffing
469,chua__375,chua,chua
470,duffing__469,duffing,duffing
471,duffing__241,duffing,duffing
472,lorenz__456,lorenz,lorenz
473,duffing__286,duffing,duffing
474,lorenz__286,lorenz,lorenz
475,rossler__98,rossler,rossler
476,duffing__496,duffing,duffing
477,rikitake__413,rikitake,rikitake
478,chua__59,chua,lorenz
479,chua__187,chua,chua
480,rikitake__462,rikitake,rikitake
481,duffing__415,duffing,duffing
482,rikitake__194,rikitake,rikitake
483,rikitake__48,rikitake,rikitake
484,rossler__216,rossler,rossler
485,duffing__426,duffing,duffing
486,rossler__161,rossler,rossler
487,rossler__131,rossler,rossler
488,chua__47,chua,chua
489,chua__200,chua,chua
490,duffing__82,duffing,duffing
491,rikitake__63,rikitake,rikitake
492,duffing__79,duffing,duffing
493,rikitake__426,rikitake,rikitake
494,rossler__486,rossler,rossler
495,chua__184,chua,chua
496,rikitake__415,rikitake,rikitake
497,lorenz__346,lorenz,lorenz
498,rikitake__216,rikitake,rikitake
499,lorenz__231,lorenz,lorenz
500,rossler__215,rossler,rossler
501,chua__4,chua,chua
502,rossler__86,rossler,rossler
503,rikitake__14,rikitake,rikitake
504,rikitake__436,rikitake,rikitake
505,lorenz__165,lorenz,lorenz
506,rikitake__369,rikitake,rikitake
507,duffing__122,duffing,duffing
508,chua__112,chua,chua
509,rossler__298,rossler,rossler
510,rikitake__98,rikitake,rikitake
511,chua__374,chua,chua
512,duffing__105,duffing,duffing
513,lorenz__73,lorenz,lorenz
514,chua__134,chua,chua
515,rikitake__360,rikitake,rikitake
516,rossler__424,rossler,rossler
517,duffing__443,duffing,duffing
518,chua__438,chua,chua
519,duffing__358,duffing,duffing
520,lorenz__447,lorenz,lorenz
521,rikitake__116,rikitake,rikitake
522,lorenz__393,lorenz,lorenz
523,rikitake__6,rikitake,rikitake
524,rossler__362,rossler,rossler
525,rikitake__248,rikitake,rikitake
526,lorenz__163,lorenz,lorenz
527,rikitake__470,rikitake,lorenz
528,lorenz__430,lorenz,lorenz
529,chua__272,chua,chua
530,chua__223,chua,chua
531,chua__443,chua,chua
532,duffing__119,duffing,duffing
533,chua__473,chua,chua
534,lorenz__66,lorenz,lorenz
535,rikitake__313,rikitake,rikitake
536,rikitake__179,rikitake,rikitake
537,chua__428,chua,chua
538,lorenz__220,lorenz,lorenz
539,duffing__212,duffing,duffing
540,rikitake__143,rikitake,rikitake
541,rossler__151,rossler,rossler
542,duffing__242,duffing,duffing
543,lorenz__191,lorenz,lorenz
544,duffing__96,duffing,duffing
545,lorenz__144,lorenz,lorenz
546,rikitake__214,rikitake,rikitake
547,rikitake__291,rikitake,rikitake
548,rikitake__407,rikitake,rikitake
549,rossler__370,rossler,rossler
550,rossler__460,rossler,rossler
551,duffing__295,duffing,duffing
552,chua__314,chua,chua
553,duffing__138,duffing,duffing
554,duffing__369,duffing,duffing
555,rikitake__9,rikitake,rikitake
556,lorenz__276,lorenz,lorenz
557,rossler__229,rossler,rossler
558,chua__228,chua,chua
559,rossler__88,rossler,rossler
560,rikitake__288,rikitake,rikitake
561,chua__311,chua,chua
562,rikitake__126,rikitake,rikitake
563,chua__217,chua,chua
564,rikitake__499,rikitake,rikitake
565,chua__9,chua,chua
566,lorenz__342,lorenz,lorenz
567,rossler__157,rossler,rossler
568,lorenz__64,lorenz,lorenz
569,lorenz__50,lorenz,lorenz
570,lorenz__230,lorenz,lorenz
571,rikitake__449,rikitake,rikitake
572,lorenz__439,lorenz,lorenz
573,rossler__333,rossler,rossler
574,chua__235,chua,chua
575,lorenz__471,lorenz,lorenz
576,duffing__47,duffing,duffing
577,lorenz__292,lorenz,lorenz
578,duffing__169,duffing,duffing
579,duffing__205,duffing,duffing
580,rossler__55,rossler,rossler
581,rikitake__102,rikitake,rikitake
582,rikitake__303,rikitake,rikitake
583,rossler__226,rossler,rossler
584,rikitake__496,rikitake,rikitake
585,chua__348,chua,chua
586,lorenz__288,lorenz,lorenz
587,rossler__207,rossler,rossler
588,rikitake__284,rikitake,rikitake
589,chua__298,chua,chua
590,duffing__84,duffing,duffing
591,duffing__448,duffing,duffing
592,rikitake__184,rikitake,rikitake
593,lorenz__344,lorenz,lorenz
594,rikitake__403,rikitake,rikitake
595,duffing__388,duffing,duffing
596,lorenz__408,lorenz,lorenz
597,chua__292,chua,chua
598,lorenz__34,lorenz,lorenz
599,rossler__459,rossler,rossler
600,chua__121,chua,chua
601,rossler__139,rossler,rossler
602,duffing__296,duffing,duffing
603,rikitake__125,rikitake,rikitake
604,rikitake__275,rikitake,rikitake
605,lorenz__32,lorenz,lorenz
606,rossler__375,rossler,rossler
607,lorenz__418,lorenz,lorenz
608,lorenz__389,lorenz,lorenz
609,duffing__11,duffing,duffing
610,rossler__351,rossler,rossler
611,chua__353,chua,chua
612,lorenz__20,lorenz,lorenz
613,duffing__343,duffing,duffing
614,chua__36,chua,chua
615,lorenz__148,lorenz,lorenz
616,chua__278,chua,chua
617,duffing__421,duffing,duffing
618,duffing__156,duffing,duffing
619,rossler__16,rossler,rossler
620,chua__351,chua,chua
621,lorenz__95,lorenz,lorenz
622,rikitake__453,rikitake,rikitake
623,rossler__172,rossler,rossler
624,rossler__209,rossler,rossler
625,lorenz__367,lorenz,lorenz
626,rossler__342,rossler,rossler
627,rikitake__131,rikitake,rikitake
628,duffing__56,duffing,duffing
629,chua__255,chua,chua
630,duffing__303,duffing,duffing
631,rikitake__204,rikitake,rikitake
632,lorenz__188,lorenz,lorenz
633,rikitake__460,rikitake,rikitake
634,rikitake__88,rikitake,rikitake
635,rikitake__124,rikitake,rikitake
636,duffing__61,duffing,duffing
637,chua__320,chua,chua
638,rikitake__406,rikitake,rikitake
639,rikitake__341,rikitake,rikitake
640,chua__316,chua,chua
641,chua__312,chua,chua
642,lorenz__411,lorenz,lorenz
643,chua__138,chua,chua
644,lorenz__359,lorenz,lorenz
645,duffing__135,duffing,duffing
646,lorenz__451,lorenz,lorenz
647,chua__335,chua,chua
648,chua__108,chua,chua
649,chua__159,chua,chua
650,chua__276,chua,lorenz
651,duffing__269,duffing,duffing
652,rossler__47,rossler,rossler
653,chua__2,chua,chua
654,rossler__208,rossler,rossler
655,lorenz__162,lorenz,lorenz
656,chua__290,chua,chua
657,rossler__175,rossler,rossler
658,lorenz__446,lorenz,lorenz
659,rossler__27,rossler,rossler
660,rossler__283,rossler,rossler
661,lorenz__257,lorenz,lorenz
662,rossler__280,rossler,rossler
663,rikitake__300,rikitake,rikitake
664,duffing__384,duffing,duffing
665,lorenz__15,lorenz,lorenz
666,chua__381,chua,lorenz
667,rossler__492,rossler,rossler
668,lorenz__25,lorenz,lorenz
669,lorenz__429,lorenz,lorenz
670,rossler__373,rossler,rossler
671,rossler__129,rossler,rossler
672,rikitake__83,rikitake,rikitake
673,rossler__273,rossler,rossler
674,rossler__306,rossler,rossler
675,rikitake__123,rikitake,rikitake
676,duffing__43,duffing,duffing
677,lorenz__166,lorenz,lorenz
678,rikitake__230,rikitake,rikitake
679,rikitake__256,rikitake,rikitake
680,rikitake__280,rikitake,rikitake
681,rikitake__461,rikitake,rikitake
682,lorenz__373,lorenz,lorenz
683,duffing__216,duffing,duffing
684,chua__123,chua,chua
685,lorenz__7,lorenz,lorenz
686,lorenz__497,lorenz,lorenz
687,rikitake__41,rikitake,rikitake
688,duffing__299,duffing,duffing
689,rikitake__467,rikitake,rikitake
690,rossler__312,rossler,rossler
691,lorenz__250,lorenz,lorenz
692,rikitake__434,rikitake,rikitake
693,duffing__424,duffing,duffing
694,chua__468,chua,chua
695,lorenz__113,lorenz,lorenz
696,rossler__496,rossler,rossler
697,rikitake__388,rikitake,rikitake
698,rossler__185,rossler,rossler
699,duffing__39,duffing,duffing
700,lorenz__296,lorenz,lorenz
701,rikitake__347,rikitake,rikitake
702,lorenz__437,lorenz,lorenz
703,rossler__35,rossler,rossler
704,chua__19,chua,chua
705,duffing__409,duffing,duffing
706,chua__464,chua,chua
707,rossler__495,rossler,rossler
708,duffing__247,duffing,duffing
709,duffing__382,duffing,duffing
710,rossler__194,rossler,rossler
711,rossler__40,rossler,rossler
712,rikitake__365,rikitake,rikitake
713,duffing__268,duffing,duffing
714,rossler__14,rossler,rossler
715,rikitake__140,rikitake,rikitake
716,chua__151,chua,chua
717,rossler__378,rossler,rossler
718,rikitake__52,rikitake,rikitake
719,rossler__265,rossler,rossler
720,rikitake__411,rikitake,rikitake
721,rossler__346,rossler,rossler
722,lorenz__36,lorenz,lorenz
723,chua__157,chua,chua
724,rossler__61,rossler,rossler
725,rikitake__28,rikitake,rikitake
726,duffing__276,duffing,duffing
727,rossler__497,rossler,rossler
728,lorenz__443,lorenz,lorenz
729,chua__179,chua,chua
730,rossler__143,rossler,rossler
731,duffing__203,duffing,duffing
732,duffing__464,duffing,duffing
733,chua__237,chua,chua
734,duffing__373,duffing,duffing
735,rossler__62,rossler,rossler
736,rikitake__378,rikitake,rikitake
737,rikitake__150,rikitake,rikitake
738,rossler__461,rossler,rossler
739,rossler__204,rossler,rossler
740,duffing__260,duffing,duffing
741,rikitake__229,rikitake,rikitake
742,lorenz__321,lorenz,lorenz
743,rossler__329,rossler,rossler
744,rikitake__400,rikitake,rikitake
745,chua__60,chua,chua
746,rikitake__357,rikitake,rikitake
747,lorenz__314,lorenz,lorenz
748,rikitake__166,rikitake,rikitake
749,rossler__0,rossler,rossler
750,rossler__189,rossler,rossler
751,rossler__427,rossler,rossler
752,duffing__292,duffing,duffing
753,rossler__250,rossler,rossler
754,duffing__363,duffing,duffing
755,lorenz__173,lorenz,lorenz
756,rikitake__442,rikitake,rikitake
757,rikitake__92,rikitake,rikitake
758,duffing__319,duffing,duffing
759,lorenz__297,lorenz,lorenz
760,rikitake__197,rikitake,rikitake
761,lorenz__355,lorenz,lorenz
762,lorenz__293,lorenz,lorenz
763,lorenz__80,lorenz,lorenz
764,chua__472,chua,chua
765,rossler__494,rossler,rossler
766,rikitake__494,rikitake,rikitake
767,lorenz__460,lorenz,lorenz
768,rossler__391,rossler,rossler
769,duffing__374,duffing,duffing
770,lorenz__482,lorenz,lorenz
771,lorenz__156,lorenz,lorenz
772,chua__302,chua,chua
773,lorenz__235,lorenz,lorenz
774,chua__350,chua,chua
775,duffing__139,duffing,duffing
776,chua__133,chua,chua
777,rossler__85,rossler,rossler
778,rikitake__321,rikitake,rikitake
779,rossler__319,rossler,rossler
780,rikitake__78,rikitake,rikitake
781,rossler__343,rossler,rossler
782,rikitake__16,rikitake,rikitake
783,rikitake__135,rikitake,rikitake
784,rikitake__59,rikitake,rikitake
785,rikitake__370,rikitake,rikitake
786,rikitake__167,rikitake,rikitake
787,duffing__472,duffing,duffing
788,rikitake__402,rikitake,rikitake
789,rikitake__444,rikitake,rikitake
790,chua__7,chua,chua
791,rossler__449,rossler,rossler
792,lorenz__176,lorenz,lorenz
793,chua__279,chua,chua
794,duffing__362,duffing,duffing
795,rikitake__264,rikitake,rikitake
796,duffing__391,duffing,duffing
797,lorenz__420,lorenz,lorenz
798,lorenz__463,lorenz,lorenz
799,rossler__399,rossler,rossler
800,lorenz__178,lorenz,lorenz
801,lorenz__262,lorenz,lorenz
802,rossler__134,rossler,rossler
803,chua__152,chua,chua
804,lorenz__417,lorenz,lorenz
805,lorenz__406,lorenz,lorenz
806,lorenz__323,lorenz,lorenz
807,lorenz__301,lorenz,lorenz
808,rikitake__389,rikitake,rikitake
809,chua__67,chua,chua
810,lorenz__30,lorenz,lorenz
811,chua__338,chua,chua
812,rikitake__412,rikitake,rikitake
813,duffing__142,duffing,duffing
814,lorenz__67,lorenz,lorenz
815,duffing__336,duffing,duffing
816,chua__450,chua,chua
817,duffing__232,duffing,duffing
818,duffing__187,duffing,duffing
819,chua__466,chua,chua
820,rossler__345,rossler,rossler
821,rossler__286,rossler,rossler
822,lorenz__114,lorenz,lorenz
823,rikitake__373,rikitake,rikitake
824,duffing__127,duffing,duffing
825,rossler__64,rossler,rossler
826,rikitake__44,rikitake,rikitake
827,lorenz__374,lorenz,lorenz
828,rossler__167,rossler,rossler
829,rikitake__13,rikitake,rikitake
830,rikitake__221,rikitake,rikitake
831,duffing__371,duffing,duffing
832,rikitake__352,rikitake,rikitake
833,lorenz__362,lorenz,lorenz
834,lorenz__325,lorenz,lorenz
835,chua__124,chua,chua
836,duffing__42,duffing,duffing
