,noun_id,label,pred
128,lorenz__173,lorenz,lorenz
129,lorenz__246,lorenz,lorenz
130,lorenz__193,lorenz,lorenz
131,rossler__17,rossler,rossler
132,lorenz__48,lorenz,lorenz
133,rossler__1,rossler,rossler
134,rossler__143,rossler,rossler
135,rikitake__83,rikitake,rikitake
136,lorenz__102,lorenz,lorenz
137,chua__268,chua,chua
138,lorenz__7,lorenz,rikitake
139,lorenz__276,lorenz,lorenz
140,rikitake__131,rikitake,rikitake
141,rossler__90,rossler,rossler
142,duffing__230,duffing,duffing
143,chua__23,chua,chua
144,chua__199,chua,chua
145,chua__131,chua,chua
146,rikitake__494,rikitake,rikitake
147,duffing__54,duffing,duffing
148,rossler__14,rossler,rossler
149,rossler__447,rossler,rossler
150,rossler__32,rossler,rossler
151,chua__382,chua,chua
152,rikitake__364,rikitake,rikitake
153,lorenz__328,lorenz,lorenz
154,lorenz__353,lorenz,lorenz
155,lorenz__453,lorenz,lorenz
156,lorenz__156,lorenz,lorenz
157,chua__32,chua,chua
158,rikitake__352,rikitake,rikitake
159,chua__191,chua,chua
160,rikitake__148,rikitake,rikitake
161,lorenz__145,lorenz,rikitake
162,duffing__281,duffing,duffing
163,chua__102,chua,chua
164,rikitake__294,rikitake,rikitake
165,rossler__168,rossler,rossler
166,rikitake__204,rikitake,rikitake
167,rikitake__117,rikitake,rikitake
168,duffing__283,duffing,duffing
169,chua__67,chua,chua
170,rikitake__389,rikitake,rikitake
171,chua__338,chua,chua
172,rikitake__229,rikitake,rikitake
173,lorenz__455,lorenz,lorenz
174,chua__64,chua,chua
175,lorenz__190,lorenz,lorenz
176,chua__387,chua,chua
177,duffing__445,duffing,duffing
178,rossler__176,rossler,rossler
179,chua__306,chua,chua
180,lorenz__490,lorenz,lorenz
181,chua__175,chua,chua
182,chua__336,chua,chua
183,rikitake__388,rikitake,rikitake
184,rossler__107,rossler,rossler
185,rossler__413,rossler,rossler
186,duffing__69,duffing,duffing
187,rossler__457,rossler,rossler
188,duffing__76,duffing,duffing
189,rikitake__272,rikitake,rikitake
190,rossler__159,rossler,rossler
191,rossler__52,rossler,rossler
192,rikitake__365,rikitake,rikitake
193,duffing__44,duffing,duffing
194,chua__447,chua,chua
195,rossler__423,rossler,rossler
196,rikitake__347,rikitake,rikitake
197,lorenz__497,lorenz,lorenz
198,lorenz__208,lorenz,lorenz
199,duffing__239,duffing,duffing
200,duffing__466,duffing,duffing
201,rossler__460,rossler,rossler
202,chua__402,chua,chua
203,rossler__271,rossler,rossler
204,rossler__420,rossler,rossler
205,duffing__43,duffing,duffing
206,chua__490,chua,chua
207,lorenz__175,lorenz,lorenz
208,lorenz__389,lorenz,rossler
209,chua__260,chua,chua
210,lorenz__345,lorenz,lorenz
211,chua__153,chua,chua
212,rikitake__152,rikitake,rikitake
213,chua__226,chua,chua
214,rossler__89,rossler,rossler
215,chua__407,chua,chua
216,duffing__332,duffing,duffing
217,duffing__65,duffing,duffing
218,rikitake__318,rikitake,rikitake
219,duffing__304,duffing,duffing
220,rikitake__305,rikitake,rikitake
221,duffing__87,duffing,duffing
222,rikitake__191,rikitake,rikitake
223,chua__136,chua,chua
224,rikitake__244,rikitake,rossler
225,lorenz__117,lorenz,lorenz
226,lorenz__330,lorenz,lorenz
227,duffing__237,duffing,duffing
228,duffing__403,duffing,duffing
229,lorenz__292,lorenz,lorenz
230,rossler__195,rossler,rossler
231,duffing__464,duffing,duffing
232,rikitake__127,rikitake,rikitake
233,duffing__208,duffing,duffing
234,chua__261,chua,chua
235,rossler__459,rossler,rossler
236,duffing__204,duffing,duffing
237,chua__270,chua,chua
238,lorenz__140,lorenz,lorenz
239,chua__181,chua,chua
240,rossler__142,rossler,rossler
241,rikitake__97,rikitake,rikitake
242,duffing__169,duffing,duffing
243,rikitake__250,rikitake,rikitake
244,duffing__221,duffing,duffing
245,chua__60,chua,chua
246,rossler__344,rossler,rossler
247,chua__47,chua,chua
248,duffing__488,duffing,duffing
249,duffing__462,duffing,duffing
250,duffing__138,duffing,duffing
251,rikitake__46,rikitake,rikitake
252,chua__120,chua,chua
253,duffing__192,duffing,duffing
254,rossler__324,rossler,rossler
255,rikitake__206,rikitake,rikitake
256,duffing__72,duffing,duffing
257,lorenz__5,lorenz,lorenz
258,duffing__278,duffing,duffing
259,rikitake__0,rikitake,rikitake
260,duffing__162,duffing,duffing
261,chua__192,chua,chua
262,rikitake__406,rikitake,rikitake
263,chua__473,chua,chua
264,lorenz__32,lorenz,lorenz
265,rikitake__287,rikitake,rikitake
266,rikitake__179,rikitake,rikitake
267,duffing__424,duffing,duffing
268,rikitake__461,rikitake,rikitake
269,rossler__164,rossler,rossler
270,lorenz__295,lorenz,lorenz
271,lorenz__167,lorenz,lorenz
272,chua__389,chua,chua
273,rikitake__79,rikitake,rossler
274,duffing__124,duffing,duffing
275,rossler__217,rossler,rossler
276,lorenz__366,lorenz,lorenz
277,duffing__299,duffing,duffing
278,rikitake__143,rikitake,rikitake
279,rikitake__63,rikitake,rikitake
280,chua__104,chua,chua
281,rossler__282,rossler,rossler
282,lorenz__264,lorenz,lorenz
283,rossler__399,rossler,rossler
284,duffing__348,duffing,duffing
285,rossler__283,rossler,rossler
286,rikitake__315,rikitake,rikitake
287,rikitake__88,rikitake,rikitake
288,lorenz__136,lorenz,lorenz
289,chua__304,chua,chua
290,duffing__94,duffing,duffing
291,lorenz__448,lorenz,lorenz
292,lorenz__470,lorenz,lorenz
293,rikitake__15,rikitake,rikitake
294,rossler__305,rossler,rossler
295,chua__381,chua,chua
296,rikitake__10,rikitake,rikitake
297,duffing__83,duffing,duffing
298,rossler__355,rossler,rossler
299,duffing__184,duffing,duffing
300,duffing__212,duffing,duffing
301,duffing__48,duffing,duffing
302,rikitake__440,rikitake,rikitake
303,duffing__351,duffing,duffing
304,rossler__15,rossler,rossler
305,rikitake__376,rikitake,rikitake
306,lorenz__165,lorenz,lorenz
307,rikitake__369,rikitake,rikitake
308,rikitake__355,rikitake,rikitake
309,rikitake__431,rikitake,rikitake
310,chua__319,chua,chua
311,rossler__166,rossler,rossler
312,rikitake__280,rikitake,rikitake
313,rikitake__483,rikitake,rikitake
314,rossler__46,rossler,rossler
315,rikitake__499,rikitake,rikitake
316,lorenz__460,lorenz,lorenz
317,rikitake__400,rikitake,rikitake
318,lorenz__267,lorenz,lorenz
319,chua__233,chua,chua
320,rossler__286,rossler,rossler
321,chua__454,chua,chua
322,duffing__303,duffing,duffing
323,rossler__304,rossler,rossler
324,rossler__84,rossler,rossler
325,rikitake__34,rikitake,rikitake
326,rikitake__3,rikitake,rikitake
327,duffing__379,duffing,duffing
328,lorenz__54,lorenz,lorenz
329,duffing__272,duffing,duffing
330,duffing__285,duffing,duffing
331,rikitake__488,rikitake,rikitake
332,rossler__334,rossler,rossler
333,rikitake__138,rikitake,rikitake
334,rikitake__107,rikitake,rikitake
335,lorenz__481,lorenz,lorenz
336,lorenz__30,lorenz,lorenz
337,duffing__359,duffing,duffing
338,lorenz__161,lorenz,lorenz
339,duffing__420,duffing,duffing
340,chua__81,chua,chua
341,rikitake__28,rikitake,rikitake
342,duffing__297,duffing,duffing
343,rossler__263,rossler,rossler
344,lorenz__474,lorenz,lorenz
345,lorenz__220,lorenz,lorenz
346,lorenz__215,lorenz,lorenz
347,duffing__205,duffing,duffing
348,duffing__273,duffing,duffing
349,rikitake__114,rikitake,rikitake
350,lorenz__478,lorenz,lorenz
351,chua__11,chua,chua
352,rossler__473,rossler,rossler
353,chua__182,chua,chua
354,duffing__30,duffing,duffing
355,rossler__212,rossler,rossler
356,rossler__118,rossler,rossler
357,lorenz__450,lorenz,lorenz
358,rikitake__283,rikitake,rikitake
359,lorenz__425,lorenz,lorenz
360,chua__384,chua,chua
361,rikitake__254,rikitake,rikitake
362,duffing__103,duffing,duffing
363,rossler__416,rossler,rossler
364,rossler__22,rossler,rossler
365,rossler__234,rossler,rossler
366,rikitake__213,rikitake,rikitake
367,rikitake__202,rikitake,rikitake
368,chua__419,chua,chua
369,chua__184,chua,chua
370,rossler__74,rossler,rossler
371,lorenz__212,lorenz,lorenz
372,rossler__62,rossler,rossler
373,duffing__343,duffing,duffing
374,chua__436,chua,chua
375,rikitake__59,rikitake,lorenz
376,rikitake__238,rikitake,rikitake
377,rossler__407,rossler,rossler
378,rikitake__80,rikitake,rikitake
379,duffing__449,duffing,duffing
380,lorenz__169,lorenz,lorenz
381,chua__121,chua,chua
382,duffing__104,duffing,duffing
383,duffing__168,duffing,duffing
384,rikitake__207,rikitake,rikitake
385,lorenz__370,lorenz,lorenz
386,rossler__110,rossler,rossler
387,lorenz__348,lorenz,lorenz
388,chua__82,chua,chua
389,rikitake__329,rikitake,rikitake
390,rossler__358,rossler,rossler
391,duffing__393,duffing,duffing
392,chua__204,chua,chua
393,rikitake__99,rikitake,rikitake
394,rossler__374,rossler,rossler
395,lorenz__458,lorenz,lorenz
396,rikitake__92,rikitake,rikitake
397,rikitake__174,rikitake,rikitake
398,rossler__449,rossler,rossler
399,rossler__365,rossler,rossler
400,rossler__312,rossler,rossler
401,duffing__111,duffing,duffing
402,chua__264,chua,chua
403,rossler__216,rossler,rossler
404,lorenz__112,lorenz,lorenz
405,duffing__186,duffing,duffing
406,duffing__260,duffing,duffing
407,rossler__70,rossler,rossler
408,lorenz__280,lorenz,lorenz
409,chua__174,chua,chua
410,rikitake__189,rikitake,rikitake
411,rikitake__370,rikitake,rikitake
412,duffing__8,duffing,duffing
413,chua__135,chua,chua
414,rikitake__266,rikitake,rikitake
415,rikitake__50,rikitake,rikitake
416,lorenz__463,lorenz,lorenz
417,chua__392,chua,chua
418,rikitake__405,rikitake,rikitake
419,duffing__378,duffing,duffing
420,lorenz__424,lorenz,lorenz
421,lorenz__341,lorenz,lorenz
422,rossler__470,rossler,rossler
423,rossler__499,rossler,rossler
424,rikitake__77,rikitake,rikitake
425,chua__275,chua,chua
426,lorenz__272,lorenz,lorenz
427,duffing__177,duffing,duffing
428,rossler__408,rossler,rossler
429,duffing__52,duffing,duffing
430,rikitake__139,rikitake,rikitake
431,rikitake__1,rikitake,lorenz
432,lorenz__405,lorenz,lorenz
433,rikitake__362,rikitake,rikitake
434,chua__316,chua,chua
435,lorenz__223,lorenz,lorenz
436,rikitake__426,rikitake,rikitake
437,rossler__127,rossler,rossler
438,lorenz__301,lorenz,lorenz
439,duffing__289,duffing,duffing
440,rikitake__353,rikitake,rikitake
441,duffing__190,duffing,duffing
442,rikitake__343,rikitake,rikitake
443,chua__496,chua,chua
444,rossler__228,rossler,rossler
445,chua__369,chua,chua
446,rossler__298,rossler,rossler
447,chua__85,chua,chua
448,duffing__108,duffing,duffing
449,duffing__178,duffing,duffing
450,lorenz__168,lorenz,lorenz
451,lorenz__186,lorenz,lorenz
452,rikitake__463,rikitake,rikitake
453,rikitake__490,rikitake,rikitake
454,chua__99,chua,chua
455,rikitake__495,rikitake,rikitake
456,rossler__53,rossler,rossler
457,chua__255,chua,chua
458,chua__111,chua,chua
459,rossler__45,rossler,rossler
460,rossler__147,rossler,rossler
461,rikitake__167,rikitake,lorenz
462,rossler__311,rossler,rossler
463,rossler__173,rossler,rossler
464,chua__8,chua,chua
465,duffing__465,duffing,duffing
466,duffing__226,duffing,duffing
467,lorenz__44,lorenz,lorenz
468,duffing__401,duffing,duffing
469,rikitake__162,rikitake,rikitake
470,rikitake__161,rikitake,rikitake
471,rossler__377,rossler,rossler
472,chua__439,chua,chua
473,rikitake__18,rikitake,rikitake
474,duffing__6,duffing,duffing
475,rossler__49,rossler,rossler
476,lorenz__122,lorenz,lorenz
477,rikitake__451,rikitake,rikitake
478,lorenz__203,lorenz,lorenz
479,rossler__187,rossler,rossler
480,lorenz__191,lorenz,lorenz
481,rossler__103,rossler,rossler
482,rossler__445,rossler,rossler
483,lorenz__121,lorenz,lorenz
484,lorenz__397,lorenz,lorenz
485,lorenz__483,lorenz,lorenz
486,rikitake__35,rikitake,rikitake
487,duffing__446,duffing,duffing
488,lorenz__499,lorenz,lorenz
489,rossler__266,rossler,rossler
490,chua__231,chua,chua
491,duffing__312,duffing,duffing
492,chua__276,chua,chua
493,rossler__4,rossler,rossler
494,duffing__296,duffing,duffing
495,rikitake__256,rikitake,rikitake
496,rossler__337,rossler,rossler
497,rossler__177,rossler,rossler
498,lorenz__491,lorenz,lorenz
499,duffing__354,duffing,duffing
500,lorenz__31,lorenz,lorenz
501,lorenz__14,lorenz,lorenz
502,rossler__280,rossler,rossler
503,chua__353,chua,chua
504,duffing__36,duffing,duffing
505,lorenz__349,lorenz,lorenz
506,rossler__370,rossler,rossler
507,lorenz__166,lorenz,lorenz
508,rikitake__341,rikitake,rikitake
509,rikitake__336,rikitake,rikitake
510,rikitake__378,rikitake,rikitake
511,chua__257,chua,chua
512,rossler__20,rossler,rossler
513,rossler__201,rossler,rossler
514,rossler__101,rossler,rossler
515,rossler__128,rossler,rossler
516,chua__446,chua,chua
517,duffing__356,duffing,duffing
518,lorenz__58,lorenz,lorenz
519,duffing__234,duffing,duffing
520,rossler__467,rossler,rossler
521,chua__19,chua,chua
522,duffing__85,duffing,duffing
523,duffing__457,duffing,duffing
524,duffing__484,duffing,duffing
525,rikitake__130,rikitake,rikitake
526,duffing__257,duffing,duffing
527,lorenz__391,lorenz,lorenz
528,duffing__408,duffing,duffing
529,rossler__172,rossler,rossler
530,duffing__182,duffing,duffing
531,duffing__15,duffing,duffing
532,lorenz__417,lorenz,lorenz
533,duffing__334,duffing,duffing
534,chua__344,chua,chua
535,lorenz__262,lorenz,lorenz
536,rikitake__278,rikitake,rikitake
537,chua__376,chua,chua
538,chua__468,chua,chua
539,rikitake__472,rikitake,rikitake
540,duffing__47,duffing,duffing
541,lorenz__297,lorenz,rossler
542,lorenz__296,lorenz,lorenz
543,lorenz__99,lorenz,lorenz
544,chua__223,chua,chua
545,rossler__366,rossler,rossler
546,duffing__17,duffing,duffing
547,duffing__373,duffing,duffing
548,rossler__29,rossler,rossler
549,duffing__229,duffing,duffing
550,rossler__131,rossler,rossler
551,duffing__404,duffing,duffing
552,lorenz__285,lorenz,lorenz
553,chua__245,chua,chua
554,lorenz__176,lorenz,lorenz
555,duffing__415,duffing,duffing
556,chua__128,chua,chua
557,duffing__411,duffing,duffing
558,lorenz__402,lorenz,lorenz
559,rikitake__413,rikitake,rikitake
560,rikitake__308,rikitake,rikitake
561,rikitake__368,rikitake,rikitake
562,chua__374,chua,chua
563,chua__373,chua,chua
564,duffing__66,duffing,duffing
565,rikitake__145,rikitake,rikitake
566,duffing__140,duffing,duffing
567,rikitake__78,rikitake,rikitake
568,rossler__220,rossler,rossler
569,rossler__63,rossler,rossler
570,rikitake__172,rikitake,rikitake
571,rikitake__276,rikitake,rikitake
572,lorenz__415,lorenz,lorenz
573,chua__63,chua,chua
574,lorenz__256,lorenz,lorenz
575,rossler__461,rossler,rossler
576,rossler__471,rossler,rossler
577,chua__161,chua,chua
578,lorenz__52,lorenz,lorenz
579,chua__258,chua,chua
580,chua__146,chua,chua
581,lorenz__364,lorenz,lorenz
582,chua__397,chua,chua
583,rikitake__303,rikitake,rikitake
584,duffing__56,duffing,duffing
585,rossler__33,rossler,rossler
586,chua__463,chua,chua
587,duffing__461,duffing,duffing
588,chua__479,chua,chua
589,chua__180,chua,chua
590,duffing__397,duffing,duffing
591,rossler__350,rossler,rossler
592,rossler__189,rossler,rossler
593,duffing__341,duffing,duffing
594,lorenz__441,lorenz,lorenz
595,rikitake__23,rikitake,rikitake
596,chua__107,chua,chua
597,duffing__195,duffing,duffing
598,duffing__369,duffing,duffing
599,rikitake__109,rikitake,rikitake
600,rikitake__155,rikitake,rikitake
601,rikitake__38,rikitake,rikitake
602,chua__103,chua,chua
603,lorenz__298,lorenz,lorenz
604,chua__472,chua,chua
605,duffing__110,duffing,duffing
606,chua__300,chua,chua
607,chua__24,chua,chua
608,chua__195,chua,chua
609,duffing__271,duffing,duffing
610,rikitake__342,rikitake,rikitake
611,rikitake__309,rikitake,rikitake
612,duffing__280,duffing,duffing
613,chua__0,chua,chua
614,rikitake__221,rikitake,rikitake
615,duffing__105,duffing,duffing
616,lorenz__239,lorenz,lorenz
617,chua__452,chua,chua
618,chua__133,chua,chua
619,duffing__358,duffing,duffing
620,duffing__269,duffing,duffing
621,chua__48,chua,chua
622,rikitake__96,rikitake,rikitake
623,lorenz__243,lorenz,lorenz
624,lorenz__494,lorenz,lorenz
625,lorenz__446,lorenz,lorenz
626,duffing__441,duffing,duffing
627,duffing__417,duffing,duffing
628,chua__466,chua,chua
629,rikitake__493,rikitake,rikitake
630,rossler__276,rossler,rossler
631,chua__90,chua,chua
632,chua__41,chua,chua
633,duffing__458,duffing,duffing
634,duffing__481,duffing,duffing
635,duffing__335,duffing,duffing
636,chua__143,chua,chua
637,duffing__323,duffing,duffing
638,duffing__432,duffing,duffing
639,rossler__111,rossler,rossler
640,lorenz__8,lorenz,lorenz
641,chua__58,chua,chua
642,lorenz__464,lorenz,lorenz
643,lorenz__135,lorenz,lorenz
644,rossler__18,rossler,rossler
645,rossler__93,rossler,rossler
646,duffing__35,duffing,duffing
647,rossler__367,rossler,rossler
648,lorenz__346,lorenz,lorenz
649,lorenz__86,lorenz,lorenz
650,rikitake__93,rikitake,rikitake
651,rikitake__357,rikitake,rikitake
652,rossler__7,rossler,rossler
653,rossler__346,rossler,rossler
654,lorenz__88,lorenz,lorenz
655,rossler__491,rossler,rossler
656,rikitake__304,rikitake,rikitake
657,chua__84,chua,chua
658,rossler__237,rossler,rossler
659,lorenz__70,lorenz,lorenz
660,chua__200,chua,chua
661,rossler__438,rossler,rossler
662,duffing__49,duffing,duffing
663,chua__437,chua,chua
664,lorenz__318,lorenz,lorenz
665,chua__259,chua,chua
666,rikitake__455,rikitake,rikitake
667,lorenz__340,lorenz,lorenz
668,chua__218,chua,chua
669,duffing__459,duffing,duffing
670,chua__224,chua,chua
671,rossler__2,rossler,rossler
672,chua__65,chua,chua
673,rossler__411,rossler,rossler
674,chua__89,chua,chua
675,rikitake__383,rikitake,rikitake
676,chua__49,chua,chua
677,rossler__247,rossler,rossler
678,chua__30,chua,chua
679,rikitake__475,rikitake,rikitake
680,chua__363,chua,chua
681,lorenz__327,lorenz,lorenz
682,rossler__215,rossler,rossler
683,lorenz__244,lorenz,lorenz
684,rikitake__441,rikitake,rikitake
685,duffing__375,duffing,duffing
686,rossler__205,rossler,rossler
687,chua__395,chua,chua
688,duffing__62,duffing,duffing
689,rossler__47,rossler,rossler
690,rossler__186,rossler,rossler
691,rossler__227,rossler,rossler
692,chua__378,chua,chua
693,rikitake__192,rikitake,rikitake
694,rossler__155,rossler,rossler
695,rikitake__29,rikitake,rikitake
696,lorenz__410,lorenz,lorenz
697,chua__149,chua,chua
698,duffing__51,duffing,duffing
699,chua__497,chua,chua
700,lorenz__170,lorenz,lorenz
701,duffing__117,duffing,duffing
702,rikitake__137,rikitake,rikitake
703,rossler__158,rossler,rossler
704,rossler__357,rossler,rossler
705,duffing__79,duffing,duffing
706,lorenz__80,lorenz,lorenz
707,rikitake__246,rikitake,rikitake
708,chua__229,chua,chua
709,lorenz__98,lorenz,lorenz
710,rossler__405,rossler,rossler
711,chua__18,chua,chua
712,lorenz__68,lorenz,lorenz
713,rikitake__144,rikitake,rikitake
714,chua__127,chua,chua
715,lorenz__315,lorenz,lorenz
716,lorenz__271,lorenz,lorenz
717,duffing__386,duffing,duffing
718,rossler__252,rossler,rossler
719,chua__399,chua,chua
720,duffing__469,duffing,duffing
721,rikitake__289,rikitake,rikitake
722,rossler__345,rossler,rossler
723,rikitake__382,rikitake,rikitake
724,chua__171,chua,chua
725,chua__213,chua,chua
726,lorenz__25,lorenz,lorenz
727,lorenz__492,lorenz,lorenz
728,lorenz__29,lorenz,lorenz
729,chua__335,chua,chua
730,duffing__12,duffing,duffing
731,rikitake__251,rikitake,rikitake
732,rikitake__417,rikitake,rikitake
733,duffing__143,duffing,duffing
734,chua__398,chua,chua
735,chua__253,chua,chua
736,lorenz__38,lorenz,lorenz
737,duffing__490,duffing,duffing
738,duffing__153,duffing,duffing
739,duffing__498,duffing,duffing
740,lorenz__91,lorenz,lorenz
741,rikitake__337,rikitake,rikitake
742,rossler__109,rossler,rossler
743,duffing__486,duffing,duffing
744,chua__141,chua,chua
745,duffing__101,duffing,duffing
746,rikitake__171,rikitake,rikitake
747,rikitake__176,rikitake,rikitake
748,duffing__255,duffing,duffing
749,rikitake__321,rikitake,rikitake
750,duffing__194,duffing,duffing
751,lorenz__205,lorenz,lorenz
752,rossler__65,rossler,rossler
753,chua__240,chua,chua
754,duffing__9,duffing,duffing
755,rikitake__264,rikitake,rikitake
756,rossler__287,rossler,rossler
757,chua__282,chua,chua
758,rossler__204,rossler,rossler
759,duffing__148,duffing,duffing
760,duffing__26,duffing,duffing
761,duffing__250,duffing,duffing
762,rikitake__74,rikitake,rikitake
763,chua__142,chua,chua
764,chua__214,chua,chua
765,rikitake__346,rikitake,rikitake
766,rikitake__285,rikitake,rikitake
767,chua__157,chua,chua
768,lorenz__89,lorenz,lorenz
769,rikitake__435,rikitake,rikitake
770,chua__354,chua,chua
771,rossler__95,rossler,rossler
772,chua__105,chua,chua
773,duffing__331,duffing,duffing
774,lorenz__385,lorenz,lorenz
775,duffing__400,duffing,duffing
776,duffing__82,duffing,duffing
777,chua__433,chua,chua
778,lorenz__250,lorenz,lorenz
779,rikitake__151,rikitake,rikitake
780,rossler__241,rossler,rossler
781,lorenz__66,lorenz,lorenz
782,chua__117,chua,chua
783,chua__156,chua,chua
784,chua__232,chua,chua
785,duffing__437,duffing,duffing
786,duffing__135,duffing,duffing
787,chua__215,chua,chua
788,lorenz__0,lorenz,lorenz
789,rossler__19,rossler,rossler
790,duffing__46,duffing,duffing
791,rossler__310,rossler,rossler
792,rikitake__194,rikitake,rikitake
793,rikitake__268,rikitake,rikitake
794,rossler__251,rossler,rossler
795,duffing__336,duffing,duffing
796,lorenz__85,lorenz,lorenz
797,rossler__427,rossler,rossler
798,rossler__175,rossler,rossler
799,rossler__351,rossler,rossler
800,chua__357,chua,chua
801,chua__299,chua,chua
802,lorenz__407,lorenz,lorenz
803,rikitake__306,rikitake,rikitake
804,duffing__472,duffing,duffing
805,rossler__292,rossler,rossler
806,rossler__446,rossler,rossler
807,chua__168,chua,chua
808,chua__278,chua,chua
809,rikitake__32,rikitake,lorenz
810,rossler__418,rossler,rossler
811,duffing__337,duffing,duffing
812,lorenz__359,lorenz,lorenz
813,duffing__210,duffing,duffing
814,chua__189,chua,chua
815,rossler__203,rossler,rossler
816,rossler__288,rossler,rossler
817,rossler__116,rossler,rossler
818,chua__323,chua,chua
819,rikitake__442,rikitake,rikitake
820,rikitake__443,rikitake,lorenz
821,rikitake__284,rikitake,rikitake
822,rikitake__90,rikitake,rikitake
823,lorenz__33,lorenz,lorenz
824,rikitake__436,rikitake,rikitake
825,lorenz__371,lorenz,lorenz
826,lorenz__374,lorenz,lorenz
827,chua__57,chua,chua
828,lorenz__237,lorenz,lorenz
829,lorenz__257,lorenz,lorenz
830,chua__464,chua,chua
831,lorenz__287,lorenz,lorenz
832,rossler__373,rossler,rossler
833,rikitake__449,rikitake,rikitake
834,lorenz__73,lorenz,lorenz
835,rossler__122,rossler,rossler
836,chua__250,chua,chua
837,chua__87,chua,chua
838,rikitake__190,rikitake,rikitake
839,chua__301,chua,chua
840,rossler__465,rossler,rossler
841,rossler__270,rossler,rossler
